segment,country,product,discount_band,units_sold,manufacturing_price,sale_price,gross_sales,discounts,sales,cogs,profit,date,month_number,month_name,year,año,mes,mes_nombre,trimestre,margen_bruto_pct,tasa_descuento_pct,ratio_cogs_ventas,rentabilidad_cat
Government,Germany, VTT , High , $280.00 ,250.0,7.0,1960.0,274.4,1685.6,1400.0,285.6,2014-01-12,12, December ,2014,2014,1,Jan,Q1,16.94,14.0,83.06,🟡 Media (15-30%)
Channel Partners,France, Amarilla , High ," $1,393.00 ",260.0,12.0,16716.0,2340.24,14375.76,4179.0,10196.76,2014-01-10,10, October ,2014,2014,1,Jan,Q1,70.93,14.0,29.07,🟢 Alta (>30%)
Channel Partners,United States of America, Amarilla , High ," $2,015.00 ",260.0,12.0,24180.0,3385.2,20794.8,6045.0,14749.8,2013-01-12,12, December ,2013,2013,1,Jan,Q1,70.93,14.0,29.07,🟢 Alta (>30%)
Small Business,Mexico, Carretera , High , $801.00 ,3.0,300.0,240300.0,33642.0,206658.0,200250.0,6408.0,2014-01-07,7, July ,2014,2014,1,Jan,Q1,3.1,14.0,96.9,🟠 Baja (0-15%)
Enterprise,France, Carretera , High ," $1,023.00 ",3.0,125.0,127875.0,17902.5,109972.5,122760.0,-12787.5,2013-01-09,9, September ,2013,2013,1,Jan,Q1,-11.63,14.0,111.63,🔴 Negativa (<0%)
Small Business,Canada, Carretera , High ," $1,496.00 ",3.0,300.0,448800.0,62832.0,385968.0,374000.0,11968.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,3.1,14.0,96.9,🟠 Baja (0-15%)
Small Business,United States of America, Carretera , High ," $1,010.00 ",3.0,300.0,303000.0,42420.0,260580.0,252500.0,8080.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,3.1,14.0,96.9,🟠 Baja (0-15%)
Midmarket,Germany, Carretera , High ," $1,513.00 ",3.0,15.0,22695.0,3177.3,19517.7,15130.0,4387.7,2014-01-11,11, November ,2014,2014,1,Jan,Q1,22.48,14.0,77.52,🟡 Media (15-30%)
Midmarket,Canada, Carretera , High ," $2,300.00 ",3.0,15.0,34500.0,4830.0,29670.0,23000.0,6670.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,22.48,14.0,77.52,🟡 Media (15-30%)
Enterprise,Mexico, Carretera , High ," $2,821.00 ",3.0,125.0,352625.0,49367.5,303257.5,338520.0,-35262.5,2013-01-12,12, December ,2013,2013,1,Jan,Q1,-11.63,14.0,111.63,🔴 Negativa (<0%)
Government,Canada, Montana , High ," $2,227.50 ",5.0,350.0,779625.0,109147.5,670477.5,579150.0,91327.5,2014-01-01,1, January ,2014,2014,1,Jan,Q1,13.62,14.0,86.38,🟠 Baja (0-15%)
Government,Germany, Montana , High ," $1,199.00 ",5.0,350.0,419650.0,58751.0,360899.0,311740.0,49159.0,2014-01-04,4, April ,2014,2014,1,Jan,Q1,13.62,14.0,86.38,🟠 Baja (0-15%)
Government,Canada, Montana , High , $200.00 ,5.0,350.0,70000.0,9800.0,60200.0,52000.0,8200.0,2014-01-05,5, May ,2014,2014,1,Jan,Q1,13.62,14.0,86.38,🟠 Baja (0-15%)
Government,Canada, Montana , High , $388.00 ,5.0,7.0,2716.0,380.24,2335.76,1940.0,395.76,2014-01-09,9, September ,2014,2014,1,Jan,Q1,16.94,14.0,83.06,🟡 Media (15-30%)
Government,Mexico, Montana , High ," $1,727.00 ",5.0,7.0,12089.0,1692.46,10396.54,8635.0,1761.54,2013-01-10,10, October ,2013,2013,1,Jan,Q1,16.94,14.0,83.06,🟡 Media (15-30%)
Midmarket,Canada, Montana , High ," $2,300.00 ",5.0,15.0,34500.0,4830.0,29670.0,23000.0,6670.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,22.48,14.0,77.52,🟡 Media (15-30%)
Government,Mexico, Paseo , High , $260.00 ,10.0,20.0,5200.0,728.0,4472.0,2600.0,1872.0,2014-01-02,2, February ,2014,2014,1,Jan,Q1,41.86,14.0,58.14,🟢 Alta (>30%)
Midmarket,Canada, Paseo , High ," $2,470.00 ",10.0,15.0,37050.0,5187.0,31863.0,24700.0,7163.0,2013-01-09,9, September ,2013,2013,1,Jan,Q1,22.48,14.0,77.52,🟡 Media (15-30%)
Midmarket,Canada, Paseo , High ," $1,743.00 ",10.0,15.0,26145.0,3660.3,22484.7,17430.0,5054.7,2013-01-10,10, October ,2013,2013,1,Jan,Q1,22.48,14.0,77.52,🟡 Media (15-30%)
Channel Partners,United States of America, Paseo , High ," $2,914.00 ",10.0,12.0,34968.0,4895.52,30072.48,8742.0,21330.48,2014-01-10,10, October ,2014,2014,1,Jan,Q1,70.93,14.0,29.07,🟢 Alta (>30%)
Government,France, Paseo , High ," $1,731.00 ",10.0,7.0,12117.0,1696.38,10420.62,8655.0,1765.62,2014-01-10,10, October ,2014,2014,1,Jan,Q1,16.94,14.0,83.06,🟡 Media (15-30%)
Government,Canada, Paseo , High , $700.00 ,10.0,350.0,245000.0,34300.0,210700.0,182000.0,28700.0,2014-01-11,11, November ,2014,2014,1,Jan,Q1,13.62,14.0,86.38,🟠 Baja (0-15%)
Channel Partners,Canada, Paseo , High ," $2,222.00 ",10.0,12.0,26664.0,3732.96,22931.04,6666.0,16265.04,2013-01-11,11, November ,2013,2013,1,Jan,Q1,70.93,14.0,29.07,🟢 Alta (>30%)
Government,United States of America, Paseo , High ," $1,177.00 ",10.0,350.0,411950.0,57673.0,354277.0,306020.0,48257.0,2014-01-11,11, November ,2014,2014,1,Jan,Q1,13.62,14.0,86.38,🟠 Baja (0-15%)
Government,France, Paseo , High ," $1,922.00 ",10.0,350.0,672700.0,94178.0,578522.0,499720.0,78802.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,13.62,14.0,86.38,🟠 Baja (0-15%)
Enterprise,Mexico, Velo , High ," $1,575.00 ",120.0,125.0,196875.0,27562.5,169312.5,189000.0,-19687.5,2014-01-02,2, February ,2014,2014,1,Jan,Q1,-11.63,14.0,111.63,🔴 Negativa (<0%)
Government,United States of America, Velo , High , $606.00 ,120.0,20.0,12120.0,1696.8,10423.2,6060.0,4363.2,2014-01-04,4, April ,2014,2014,1,Jan,Q1,41.86,14.0,58.14,🟢 Alta (>30%)
Small Business,United States of America, Velo , High ," $2,460.00 ",120.0,300.0,738000.0,103320.0,634680.0,615000.0,19680.0,2014-01-07,7, July ,2014,2014,1,Jan,Q1,3.1,14.0,96.9,🟠 Baja (0-15%)
Small Business,Canada, Velo , High , $269.00 ,120.0,300.0,80700.0,11298.0,69402.0,67250.0,2152.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,3.1,14.0,96.9,🟠 Baja (0-15%)
Small Business,Germany, Velo , High ," $2,536.00 ",120.0,300.0,760800.0,106512.0,654288.0,634000.0,20288.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,3.1,14.0,96.9,🟠 Baja (0-15%)
Government,Mexico, VTT , High ," $2,903.00 ",250.0,7.0,20321.0,2844.94,17476.06,14515.0,2961.06,2014-01-03,3, March ,2014,2014,1,Jan,Q1,16.94,14.0,83.06,🟡 Media (15-30%)
Small Business,United States of America, VTT , High ," $2,541.00 ",250.0,300.0,762300.0,106722.0,655578.0,635250.0,20328.0,2014-01-08,8, August ,2014,2014,1,Jan,Q1,3.1,14.0,96.9,🟠 Baja (0-15%)
Small Business,Canada, VTT , High , $269.00 ,250.0,300.0,80700.0,11298.0,69402.0,67250.0,2152.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,3.1,14.0,96.9,🟠 Baja (0-15%)
Small Business,Canada, VTT , High ," $1,496.00 ",250.0,300.0,448800.0,62832.0,385968.0,374000.0,11968.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,3.1,14.0,96.9,🟠 Baja (0-15%)
Small Business,United States of America, VTT , High ," $1,010.00 ",250.0,300.0,303000.0,42420.0,260580.0,252500.0,8080.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,3.1,14.0,96.9,🟠 Baja (0-15%)
Government,France, VTT , High ," $1,281.00 ",250.0,350.0,448350.0,62769.0,385581.0,333060.0,52521.0,2013-01-12,12, December ,2013,2013,1,Jan,Q1,13.62,14.0,86.38,🟠 Baja (0-15%)
Small Business,Canada, Amarilla , High , $888.00 ,260.0,300.0,266400.0,37296.0,229104.0,222000.0,7104.0,2014-01-03,3, March ,2014,2014,1,Jan,Q1,3.1,14.0,96.9,🟠 Baja (0-15%)
Enterprise,United States of America, Amarilla , High ," $2,844.00 ",260.0,125.0,355500.0,49770.0,305730.0,341280.0,-35550.0,2014-01-05,5, May ,2014,2014,1,Jan,Q1,-11.63,14.0,111.63,🔴 Negativa (<0%)
Channel Partners,France, Amarilla , High ," $2,475.00 ",260.0,12.0,29700.0,4158.0,25542.0,7425.0,18117.0,2014-01-08,8, August ,2014,2014,1,Jan,Q1,70.93,14.0,29.07,🟢 Alta (>30%)
Midmarket,Canada, Amarilla , High ," $1,743.00 ",260.0,15.0,26145.0,3660.3,22484.7,17430.0,5054.7,2013-01-10,10, October ,2013,2013,1,Jan,Q1,22.48,14.0,77.52,🟡 Media (15-30%)
Channel Partners,United States of America, Amarilla , High ," $2,914.00 ",260.0,12.0,34968.0,4895.52,30072.48,8742.0,21330.48,2014-01-10,10, October ,2014,2014,1,Jan,Q1,70.93,14.0,29.07,🟢 Alta (>30%)
Government,France, Amarilla , High ," $1,731.00 ",260.0,7.0,12117.0,1696.38,10420.62,8655.0,1765.62,2014-01-10,10, October ,2014,2014,1,Jan,Q1,16.94,14.0,83.06,🟡 Media (15-30%)
Government,Mexico, Amarilla , High ," $1,727.00 ",260.0,7.0,12089.0,1692.46,10396.54,8635.0,1761.54,2013-01-10,10, October ,2013,2013,1,Jan,Q1,16.94,14.0,83.06,🟡 Media (15-30%)
Midmarket,Mexico, Amarilla , High ," $1,870.00 ",260.0,15.0,28050.0,3927.0,24123.0,18700.0,5423.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,22.48,14.0,77.52,🟡 Media (15-30%)
Enterprise,France, Carretera , High ," $1,174.00 ",3.0,125.0,146750.0,22012.5,124737.5,140880.0,-16142.5,2014-01-08,8, August ,2014,2014,1,Jan,Q1,-12.94,15.0,112.94,🔴 Negativa (<0%)
Enterprise,Germany, Carretera , High ," $2,767.00 ",3.0,125.0,345875.0,51881.25,293993.75,332040.0,-38046.25,2014-01-08,8, August ,2014,2014,1,Jan,Q1,-12.94,15.0,112.94,🔴 Negativa (<0%)
Enterprise,Germany, Carretera , High ," $1,085.00 ",3.0,125.0,135625.0,20343.75,115281.25,130200.0,-14918.75,2014-01-10,10, October ,2014,2014,1,Jan,Q1,-12.94,15.0,112.94,🔴 Negativa (<0%)
Small Business,Mexico, Montana , High , $546.00 ,5.0,300.0,163800.0,24570.0,139230.0,136500.0,2730.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,1.96,15.0,98.04,🟠 Baja (0-15%)
Government,Germany, Paseo , High ," $1,158.00 ",10.0,20.0,23160.0,3474.0,19686.0,11580.0,8106.0,2014-01-03,3, March ,2014,2014,1,Jan,Q1,41.18,15.0,58.82,🟢 Alta (>30%)
Midmarket,Canada, Paseo , High ," $1,614.00 ",10.0,15.0,24210.0,3631.5,20578.5,16140.0,4438.5,2014-01-04,4, April ,2014,2014,1,Jan,Q1,21.57,15.0,78.43,🟡 Media (15-30%)
Government,Mexico, Paseo , High ," $2,535.00 ",10.0,7.0,17745.0,2661.75,15083.25,12675.0,2408.25,2014-01-04,4, April ,2014,2014,1,Jan,Q1,15.97,15.0,84.03,🟡 Media (15-30%)
Government,Mexico, Paseo , High ," $2,851.00 ",10.0,350.0,997850.0,149677.5,848172.5,741260.0,106912.5,2014-01-05,5, May ,2014,2014,1,Jan,Q1,12.61,15.0,87.39,🟠 Baja (0-15%)
Midmarket,Canada, Paseo , High ," $2,559.00 ",10.0,15.0,38385.0,5757.75,32627.25,25590.0,7037.25,2014-01-08,8, August ,2014,2014,1,Jan,Q1,21.57,15.0,78.43,🟡 Media (15-30%)
Government,United States of America, Paseo , High , $267.00 ,10.0,20.0,5340.0,801.0,4539.0,2670.0,1869.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,41.18,15.0,58.82,🟢 Alta (>30%)
Enterprise,Germany, Paseo , High ," $1,085.00 ",10.0,125.0,135625.0,20343.75,115281.25,130200.0,-14918.75,2014-01-10,10, October ,2014,2014,1,Jan,Q1,-12.94,15.0,112.94,🔴 Negativa (<0%)
Midmarket,Germany, Paseo , High ," $1,175.00 ",10.0,15.0,17625.0,2643.75,14981.25,11750.0,3231.25,2014-01-10,10, October ,2014,2014,1,Jan,Q1,21.57,15.0,78.43,🟡 Media (15-30%)
Government,United States of America, Paseo , High ," $2,007.00 ",10.0,350.0,702450.0,105367.5,597082.5,521820.0,75262.5,2013-01-11,11, November ,2013,2013,1,Jan,Q1,12.61,15.0,87.39,🟠 Baja (0-15%)
Government,Mexico, Paseo , High ," $2,151.00 ",10.0,350.0,752850.0,112927.5,639922.5,559260.0,80662.5,2013-01-11,11, November ,2013,2013,1,Jan,Q1,12.61,15.0,87.39,🟠 Baja (0-15%)
Channel Partners,United States of America, Paseo , High , $914.00 ,10.0,12.0,10968.0,1645.2,9322.8,2742.0,6580.8,2014-01-12,12, December ,2014,2014,1,Jan,Q1,70.59,15.0,29.41,🟢 Alta (>30%)
Government,France, Paseo , High , $293.00 ,10.0,20.0,5860.0,879.0,4981.0,2930.0,2051.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,41.18,15.0,58.82,🟢 Alta (>30%)
Channel Partners,Mexico, Velo , High , $500.00 ,120.0,12.0,6000.0,900.0,5100.0,1500.0,3600.0,2014-01-03,3, March ,2014,2014,1,Jan,Q1,70.59,15.0,29.41,🟢 Alta (>30%)
Midmarket,France, Velo , High ," $2,826.00 ",120.0,15.0,42390.0,6358.5,36031.5,28260.0,7771.5,2014-01-05,5, May ,2014,2014,1,Jan,Q1,21.57,15.0,78.43,🟡 Media (15-30%)
Enterprise,France, Velo , High , $663.00 ,120.0,125.0,82875.0,12431.25,70443.75,79560.0,-9116.25,2014-01-09,9, September ,2014,2014,1,Jan,Q1,-12.94,15.0,112.94,🔴 Negativa (<0%)
Small Business,United States of America, Velo , High ," $2,574.00 ",120.0,300.0,772200.0,115830.0,656370.0,643500.0,12870.0,2013-01-11,11, November ,2013,2013,1,Jan,Q1,1.96,15.0,98.04,🟠 Baja (0-15%)
Enterprise,United States of America, Velo , High ," $2,438.00 ",120.0,125.0,304750.0,45712.5,259037.5,292560.0,-33522.5,2013-01-12,12, December ,2013,2013,1,Jan,Q1,-12.94,15.0,112.94,🔴 Negativa (<0%)
Channel Partners,United States of America, Velo , High , $914.00 ,120.0,12.0,10968.0,1645.2,9322.8,2742.0,6580.8,2014-01-12,12, December ,2014,2014,1,Jan,Q1,70.59,15.0,29.41,🟢 Alta (>30%)
Government,Canada, VTT , High , $865.50 ,250.0,20.0,17310.0,2596.5,14713.5,8655.0,6058.5,2014-01-07,7, July ,2014,2014,1,Jan,Q1,41.18,15.0,58.82,🟢 Alta (>30%)
Midmarket,Germany, VTT , High , $492.00 ,250.0,15.0,7380.0,1107.0,6273.0,4920.0,1353.0,2014-01-07,7, July ,2014,2014,1,Jan,Q1,21.57,15.0,78.43,🟡 Media (15-30%)
Government,United States of America, VTT , High , $267.00 ,250.0,20.0,5340.0,801.0,4539.0,2670.0,1869.0,2013-01-10,10, October ,2013,2013,1,Jan,Q1,41.18,15.0,58.82,🟢 Alta (>30%)
Midmarket,Germany, VTT , High ," $1,175.00 ",250.0,15.0,17625.0,2643.75,14981.25,11750.0,3231.25,2014-01-10,10, October ,2014,2014,1,Jan,Q1,21.57,15.0,78.43,🟡 Media (15-30%)
Enterprise,Canada, VTT , High ," $2,954.00 ",250.0,125.0,369250.0,55387.5,313862.5,354480.0,-40617.5,2013-01-11,11, November ,2013,2013,1,Jan,Q1,-12.94,15.0,112.94,🔴 Negativa (<0%)
Enterprise,Germany, VTT , High , $552.00 ,250.0,125.0,69000.0,10350.0,58650.0,66240.0,-7590.0,2014-01-11,11, November ,2014,2014,1,Jan,Q1,-12.94,15.0,112.94,🔴 Negativa (<0%)
Government,France, VTT , High , $293.00 ,250.0,20.0,5860.0,879.0,4981.0,2930.0,2051.0,2014-01-12,12, December ,2014,2014,1,Jan,Q1,41.18,15.0,58.82,🟢 Alta (>30%)
Small Business,France, Amarilla , High ," $2,475.00 ",260.0,300.0,742500.0,111375.0,631125.0,618750.0,12375.0,2014-01-03,3, March ,2014,2014,1,Jan,Q1,1.96,15.0,98.04,🟠 Baja (0-15%)
Small Business,Mexico, Amarilla , High , $546.00 ,260.0,300.0,163800.0,24570.0,139230.0,136500.0,2730.0,2014-01-10,10, October ,2014,2014,1,Jan,Q1,1.96,15.0,98.04,🟠 Baja (0-15%)
Government,Mexico, Montana , High ," $1,368.00 ",5.0,7.0,9576.0,1436.4,8139.6,6840.0,1299.6,2014-01-02,2, February ,2014,2014,1,Jan,Q1,15.97,15.0,84.03,🟡 Media (15-30%)
Government,Canada, Paseo , High , $723.00 ,10.0,7.0,5061.0,759.15,4301.85,3615.0,686.85,2014-01-04,4, April ,2014,2014,1,Jan,Q1,15.97,15.0,84.03,🟡 Media (15-30%)
Channel Partners,United States of America, VTT , High ," $1,806.00 ",250.0,12.0,21672.0,3250.8,18421.2,5418.0,13003.2,2014-01-05,5, May ,2014,2014,1,Jan,Q1,70.59,15.0,29.41,🟢 Alta (>30%)
